Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
March-2018,1810.00,1879.90,1752.15,1824.40,3943002,45129,7109727079.00,2795297,70.89,127.75,14.40
April-2018,1835.00,1900.00,1794.00,1884.65,3327633,25300,6140114910.00,2085153,62.66,106.00,49.65
May-2018,1910.00,1949.00,1780.00,1828.50,3692666,34519,6909602341.00,2291442,62.05,169.00,-81.50
June-2018,1830.00,1935.00,1816.00,1907.35,1895323,29854,3506299620.00,1437660,75.85,119.00,77.35
July-2018,1925.00,2051.00,1876.60,1994.75,1455544,46197,2861692206.00,573029,39.37,174.40,69.75
August-2018,1990.00,1996.00,1881.50,1931.50,6253005,49055,12195062165.00,4152695,66.41,114.50,-58.50
September-2018,1959.70,1965.15,1704.45,1755.50,6544273,69693,12422537268.00,3932093,60.08,260.70,-204.20
October-2018,1760.00,1819.10,1646.00,1769.55,2923292,67589,4986595334.00,1839050,62.91,173.10,9.55
November-2018,1775.05,1994.25,1750.60,1983.70,2624393,41200,4939931928.00,1872587,71.35,243.65,208.65
December-2018,1991.00,2015.00,1857.00,1970.00,2254632,45385,4391958022.00,578868,25.67,158.00,-21.00
January-2019,1973.55,2018.60,1862.05,1923.70,7324614,70252,14436462039.00,1318777,18.00,156.55,-49.85
February-2019,1932.05,1993.15,1821.55,1841.75,1267478,35534,2420208574.00,444266,35.05,171.60,-90.30
March-2019,1848.60,2010.20,1840.00,1967.30,2270225,49115,4410035754.00,1380268,60.80,170.20,118.70
April-2019,1979.00,2070.60,1930.00,1995.40,1773476,48097,3531987603.00,1071339,60.41,140.60,16.40
May-2019,1992.00,2209.00,1901.15,2182.20,2251337,94075,4655902108.00,705885,31.35,307.85,190.20
June-2019,2194.00,2234.00,2134.00,2192.05,1076041,47188,2352760724.00,317967,29.55,100.00,-1.95
July-2019,2197.00,2357.00,2109.50,2121.70,3045155,83485,6730861654.00,1834384,60.24,247.50,-75.30
August-2019,2118.00,2239.85,1972.35,2166.50,3124336,93166,6660631259.00,1871847,59.91,267.50,48.50
September-2019,2148.00,2194.75,1960.40,1976.60,4255799,135893,8744125688.00,2613684,61.41,234.35,-171.40
October-2019,1987.00,2174.00,1951.10,2134.10,4365568,90558,8805173704.00,2915009,66.77,222.90,147.10
November-2019,2131.00,2352.80,2120.10,2295.95,2833286,97850,6276295244.00,1471061,51.92,232.70,164.95
December-2019,2304.25,2459.00,2247.00,2413.45,3118569,74004,7440476320.00,829462,26.60,212.00,109.20
January-2020,2417.00,2499.65,2371.65,2412.40,3099211,84712,7514965406.00,2348031,75.76,128.00,-4.60
February-2020,2413.00,2486.90,2228.05,2403.20,1043439,52345,2485141939.00,523339,50.16,258.85,-9.80
